,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
333,JPN,GDP,TOT,USD_CAP,A,2018,42264.585123
334,JPN,GDP,TOT,USD_CAP,A,2019,42427.125075
335,JPN,GDP,TOT,USD_CAP,A,2020,41867.153393
336,JPN,GDP,TOT,USD_CAP,A,2021,42895.146536
337,JPN,GDP,TOT,USD_CAP,A,2022,45637.642724
338,KOR,GDP,TOT,USD_CAP,A,1970,600.506995
339,KOR,GDP,TOT,USD_CAP,A,1971,683.866885
340,KOR,GDP,TOT,USD_CAP,A,1972,750.698124
341,KOR,GDP,TOT,USD_CAP,A,1973,893.852097
342,KOR,GDP,TOT,USD_CAP,A,1974,1048.844987
343,KOR,GDP,TOT,USD_CAP,A,1975,1215.208903
344,KOR,GDP,TOT,USD_CAP,A,1976,1428.597512
345,KOR,GDP,TOT,USD_CAP,A,1977,1678.187382
346,KOR,GDP,TOT,USD_CAP,A,1978,1962.941483
347,KOR,GDP,TOT,USD_CAP,A,1979,2275.356423
348,KOR,GDP,TOT,USD_CAP,A,1980,2402.301405
349,KOR,GDP,TOT,USD_CAP,A,1981,2776.532293
350,KOR,GDP,TOT,USD_CAP,A,1982,3144.913567
351,KOR,GDP,TOT,USD_CAP,A,1983,3651.020351
352,KOR,GDP,TOT,USD_CAP,A,1984,4130.54515
353,KOR,GDP,TOT,USD_CAP,A,1985,4550.154481
354,KOR,GDP,TOT,USD_CAP,A,1986,5116.42119
355,KOR,GDP,TOT,USD_CAP,A,1987,5852.103004
356,KOR,GDP,TOT,USD_CAP,A,1988,6718.788433
357,KOR,GDP,TOT,USD_CAP,A,1989,7402.41363
358,KOR,GDP,TOT,USD_CAP,A,1990,8355.387935
359,KOR,GDP,TOT,USD_CAP,A,1991,9474.577826
360,KOR,GDP,TOT,USD_CAP,A,1992,10184.846816
361,KOR,GDP,TOT,USD_CAP,A,1993,11030.619105
362,KOR,GDP,TOT,USD_CAP,A,1994,12187.129391
363,KOR,GDP,TOT,USD_CAP,A,1995,13502.580041
364,KOR,GDP,TOT,USD_CAP,A,1996,14693.993279
365,KOR,GDP,TOT,USD_CAP,A,1997,15721.561966
366,KOR,GDP,TOT,USD_CAP,A,1998,14974.498788
367,KOR,GDP,TOT,USD_CAP,A,1999,16807.013023
368,KOR,GDP,TOT,USD_CAP,A,2000,18538.879306
369,KOR,GDP,TOT,USD_CAP,A,2001,19724.494236
370,KOR,GDP,TOT,USD_CAP,A,2002,21396.719189
371,KOR,GDP,TOT,USD_CAP,A,2003,22096.023078
372,KOR,GDP,TOT,USD_CAP,A,2004,23773.590825
373,KOR,GDP,TOT,USD_CAP,A,2005,25186.638103
374,KOR,GDP,TOT,USD_CAP,A,2006,26884.429402
