LOCATION,Year,G20 Value,Education Value,GDP Value,LifeExp Value,Population Value,TotalFertilityRate(LiveBirthsPerWoman),InfantMortalityRate(InfantDeathsPer1000LiveBirths),Unemployment Value
Türkiye,2008,71.051689,15.463108,16038.231645,73.9,71.051689,2.18,17.6,10.025
Türkiye,2009,72.039215,16.639408,15442.774202,74.1,72.039215,2.16,16.4,13.04167
Türkiye,2010,73.142162,17.447386,17345.833613,74.3,73.142162,2.14,15.3,11.15
Türkiye,2011,74.223642,18.87298,19590.858369,74.6,74.223642,2.13,14.3,9.141666
Türkiye,2012,75.175836,20.998264,20627.440729,74.6,75.175836,2.15,13.4,8.433333
Türkiye,2013,76.147634,22.456688,22373.136543,78.0,76.147634,2.17,12.5,9.05
Türkiye,2014,77.181894,24.793388,24104.984583,78.0,77.181894,2.2,11.7,9.883333
Türkiye,2015,78.218488,27.517448,25855.912681,78.0,78.218488,2.19,11,10.33333
Türkiye,2016,79.277971,30.456598,26695.909373,78.0,79.277971,2.18,10.4,10.90833
Türkiye,2017,80.312708,31.588659,28193.061398,78.1,80.312708,2.14,9.7,10.925
Türkiye,2018,81.407211,33.280041,28281.473275,78.3,81.407211,2.05,9.1,10.89167
Türkiye,2019,82.579448,35.325356,28011.322789,78.6,82.579448,1.97,8.6,13.74167
United Kingdom,1983,56.315677,,11012.667607,74.3,56.315677,1.77,10.2,10.775
United Kingdom,1984,56.409327,,11649.638325,74.5,56.409327,1.77,9.7,10.85
United Kingdom,1985,56.553955,,12484.399252,74.7,56.553955,1.79,9.4,11.175
United Kingdom,1986,56.683835,,13106.915713,74.8,56.683835,1.78,9.5,11.2
United Kingdom,1987,56.803958,,14125.421351,75.2,56.803958,1.81,9.2,10.275
United Kingdom,1988,56.916448,,15431.548257,75.3,56.916448,1.82,9,8.45
United Kingdom,1989,57.076451,,16403.475437,75.4,57.076451,1.8,8.4,7.075
United Kingdom,1990,57.237493,,17094.16014,75.7,57.237493,1.83,8,6.825
United Kingdom,1991,57.438658,,17416.138113,75.9,57.438658,1.82,7.3,8.6
United Kingdom,1992,57.58453,,17839.137225,76.3,57.58453,1.79,6.5,9.85
United Kingdom,1993,57.713889,,18674.842998,76.2,57.713889,1.76,6.3,10.4
United Kingdom,1994,57.862145,,19756.540612,76.8,57.862145,1.74,6.1,9.525
United Kingdom,1995,58.024799,,20623.376945,76.7,58.024799,1.71,6.1,8.65
United Kingdom,1996,58.164374,,21977.728879,76.9,58.164374,1.72,6.2,8.125
United Kingdom,1997,58.314249,24.681225,23083.793065,77.2,58.314249,1.72,5.8,7.0
United Kingdom,1998,58.474943,25.98814,23712.892603,77.3,58.474943,1.71,5.7,6.275
United Kingdom,1999,58.684427,27.681889,24514.04251,77.5,58.684427,1.68,5.7,5.975
United Kingdom,2000,58.886065,28.901674,26543.943289,77.9,58.886065,1.64,5.5,5.45
United Kingdom,2001,59.113016,30.066694,27896.008476,78.2,59.113016,1.63,5.5,5.075
United Kingdom,2002,59.365677,31.410488,29093.122226,78.3,59.365677,1.63,5.2,5.175
United Kingdom,2003,59.636662,33.321693,30355.089943,78.4,59.636662,1.7,5.4,5.025
United Kingdom,2004,59.950364,34.897144,32094.011385,79.0,59.950364,1.75,5.1,4.75
United Kingdom,2005,60.413276,35.345379,32740.656139,79.2,60.413276,1.76,5.1,4.8
United Kingdom,2006,60.827067,41.8297,34762.984729,79.5,60.827067,1.81,5.1,5.425
United Kingdom,2007,61.319075,43.08427,35548.282364,79.7,61.319075,1.86,4.9,5.325
United Kingdom,2008,61.823772,43.337868,36760.886189,79.8,61.823772,1.9,4.8,5.7
United Kingdom,2009,62.260486,45.283749,35102.957298,80.4,62.260486,1.89,4.7,7.625
United Kingdom,2010,62.759456,46.046906,36582.645405,80.6,62.759456,1.92,4.4,7.875
United Kingdom,2011,63.285145,46.910782,37245.250086,81.0,63.285145,1.91,4.3,8.125
United Kingdom,2012,63.70503,47.860847,38329.611081,81.0,63.70503,1.91,4.1,7.975
United Kingdom,2013,64.105654,48.31358,39989.080724,81.1,64.105654,1.83,3.8,7.6
United Kingdom,2014,64.596752,49.185982,41288.479526,81.4,64.596752,1.81,3.8,6.175
United Kingdom,2015,65.110034,49.943413,42601.747441,81.0,65.110034,1.81,3.9,5.35
United Kingdom,2016,65.648054,51.775383,44230.588833,81.2,65.648054,1.8,3.8,4.9
United Kingdom,2017,66.040229,51.624851,46117.225681,81.3,66.040229,1.74,3.9,4.425
United Kingdom,2018,66.43555,50.752552,47219.464771,81.3,66.43555,1.68,3.8,4.1
United Kingdom,2019,66.796807,51.809521,49317.743237,81.3,66.796807,1.63,3.8,3.825
United Kingdom,2020,67.081234,55.833538,45872.178273,81.0,67.081234,1.56,3.7,4.575
United States of America,1970,205.052174,,5233.352349,70.8,205.052174,2.47,20.9,4.933333
United States of America,1971,207.660677,,5608.545346,71.1,207.660677,2.26,18.8,5.958333
United States of America,1972,209.896021,,6093.20516,71.2,209.896021,2.01,17.8,5.616667
United States of America,1973,211.908788,,6725.406839,71.4,211.908788,1.88,17.3,4.891667
United States of America,1974,213.853928,,7224.204995,72.0,213.853928,1.83,16.8,5.591667
United States of America,1975,215.973199,,7801.167695,72.6,215.973199,1.77,15.9,8.466666
United States of America,1976,218.035164,,8590.244216,72.9,218.035164,1.74,15.1,7.716667
United States of America,1977,220.239425,,9450.431025,73.3,220.239425,1.78,14.2,7.066667
United States of America,1978,222.584545,,10562.860184,73.5,222.584545,1.76,13.6,6.066667
United States of America,1979,225.055487,,11671.536965,73.9,225.055487,1.8,13.1,5.833333
United States of America,1980,227.224681,,12547.12681,73.7,227.224681,1.83,12.7,7.141667
United States of America,1981,229.465714,23.275386,13943.171542,74.1,229.465714,1.81,11.9,7.6
United States of America,1982,231.664458,23.832958,14399.353194,74.5,231.664458,1.82,11.5,9.708333
United States of America,1983,233.791994,24.504095,15508.007835,74.6,233.791994,1.8,11,9.616667
United States of America,1984,235.824902,24.415866,17080.014721,74.7,235.824902,1.8,10.9,7.525
United States of America,1985,237.923795,23.915321,18192.326398,74.7,237.923795,1.84,10.8,7.191667
United States of America,1986,240.132887,24.088905,19027.646323,74.7,240.132887,1.83,10.4,6.991667
United States of America,1987,242.288918,23.999156,19993.226076,74.9,242.288918,1.87,10.3,6.191667
United States of America,1988,244.498982,23.780565,21367.896156,74.9,244.498982,1.93,10.2,5.491667
United States of America,1989,246.81923,24.280219,22804.674457,75.1,246.81923,2.01,10.3,5.266667
United States of America,1990,249.622814,23.987495,23835.319229,75.4,249.622814,2.07,9.7,5.616667
United States of America,1991,252.980941,23.758841,24289.547588,75.5,252.980941,2.05,9.2,6.816667
United States of America,1992,256.514224,30.160175,25378.624641,75.8,256.514224,2.04,8.7,7.508333
United States of America,1993,259.918588,31.726536,26350.492927,75.5,259.918588,2.01,8.5,6.9
United States of America,1994,263.125821,31.958218,27660.268357,75.7,263.125821,2,8.2,6.083333
United States of America,1995,266.278393,33.599472,28657.512716,75.8,266.278393,1.97,7.8,5.608333
United States of America,1996,269.394284,35.157932,29932.157767,76.1,269.394284,1.97,7.6,5.416667
United States of America,1997,272.646925,35.704861,31424.438925,76.5,272.646925,1.97,7.4,4.95
United States of America,1998,275.854104,36.195801,32817.981996,76.7,275.854104,1.99,7.5,4.508333
United States of America,1999,279.040168,37.368931,34479.794364,76.7,279.040168,2.01,7.3,4.216667
United States of America,2000,282.162411,38.083973,36299.662179,76.8,282.162411,2.05,7.2,3.991667
United States of America,2001,284.968955,38.717625,37100.285739,77.0,284.968955,2.03,6.9,4.733333
United States of America,2002,287.625193,39.336624,37954.222014,77.0,287.625193,2.02,7,5.775
United States of America,2003,290.107933,38.652836,39419.907372,77.2,290.107933,2.04,7,5.991667
United States of America,2004,292.805298,39.042027,41659.662691,77.6,292.805298,2.05,6.9,5.533333
United States of America,2005,295.516599,39.363441,44052.382996,77.6,295.516599,2.06,7,5.066667
United States of America,2006,298.379912,39.239269,46234.10571,77.8,298.379912,2.1,7,4.616667
United States of America,2007,301.231207,40.386425,47976.201209,78.1,301.231207,2.11,7,4.616667
United States of America,2008,304.093966,41.564896,48498.445211,78.2,304.093966,2.07,6.8,5.775
United States of America,2009,306.771529,41.056328,47122.988543,78.5,306.771529,2,6.5,9.266666
United States of America,2010,309.327143,42.310982,48570.289731,78.7,309.327143,1.93,6.2,9.616667
United States of America,2011,311.583481,43.132984,49951.907651,78.7,311.583481,1.89,6,8.95
United States of America,2012,313.877662,44.042595,51644.991659,78.8,313.877662,1.88,6,8.066667
United States of America,2013,316.059947,44.779469,53116.521969,78.8,316.059947,1.86,5.9,7.375
United States of America,2014,318.386329,45.663815,54914.368228,78.9,318.386329,1.86,5.8,6.166667
United States of America,2015,320.738994,46.517712,56520.609227,78.7,320.738994,1.84,5.9,5.291667
United States of America,2016,323.071755,47.521809,57592.691515,78.7,323.071755,1.81,5.8,4.866667
United States of America,2017,325.122128,47.757,59589.233923,78.6,325.122128,1.76,5.7,4.35
United States of America,2018,326.838199,49.373737,62449.612827,78.7,326.838199,1.72,5.6,3.9
United States of America,2019,328.329953,50.380188,64690.272395,78.8,328.329953,1.69,5.5,3.666667
United States of America,2020,331.511512,51.856071,63480.861222,77.0,331.511512,1.64,5.5,8.091666
United States of America,2021,332.031554,51.1675,70181.12175,76.4,332.031554,1.66,5.4,5.366667
